<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2022.05.20;15:40:00;0.70608;0.70633;0.70563;0.70563;565;0;0
2022.05.20;15:50:00;0.70564;0.70602;0.70502;0.70531;702;0;0
2022.05.20;16:00:00;0.70531;0.70566;0.70507;0.70552;623;0;0
2022.05.20;16:10:00;0.70550;0.70597;0.70549;0.70577;489;0;0
2022.05.20;16:20:00;0.70577;0.70623;0.70561;0.70577;675;0;0
2022.05.20;16:30:00;0.70578;0.70596;0.70484;0.70528;1902;0;0
2022.05.20;16:40:00;0.70530;0.70644;0.70516;0.70583;1684;0;0
2022.05.20;16:50:00;0.70584;0.70647;0.70564;0.70628;1429;0;0
2022.05.20;17:00:00;0.70628;0.70638;0.70447;0.70456;1398;0;0
2022.05.20;17:10:00;0.70456;0.70578;0.70434;0.70553;1328;0;0
2022.05.20;17:20:00;0.70553;0.70598;0.70449;0.70528;955;0;0
2022.05.20;17:30:00;0.70528;0.70571;0.70458;0.70475;980;0;0
2022.05.20;17:40:00;0.70475;0.70495;0.70381;0.70397;835;0;0
2022.05.20;17:50:00;0.70399;0.70404;0.70271;0.70280;1224;0;0
2022.05.20;18:00:00;0.70282;0.70292;0.70220;0.70252;993;0;0
2022.05.20;18:10:00;0.70252;0.70262;0.70206;0.70228;893;0;0
2022.05.20;18:20:00;0.70230;0.70291;0.70213;0.70272;709;0;0
2022.05.20;18:30:00;0.70275;0.70330;0.70253;0.70299;1061;0;0
2022.05.20;18:40:00;0.70299;0.70360;0.70289;0.70335;1159;0;0
2022.05.20;18:50:00;0.70336;0.70383;0.70303;0.70305;942;0;0
2022.05.20;19:00:00;0.70304;0.70323;0.70174;0.70184;729;0;0
2022.05.20;19:10:00;0.70184;0.70312;0.70148;0.70287;1352;0;1
2022.05.20;19:20:00;0.70290;0.70336;0.70227;0.70235;944;0;0
2022.05.20;19:30:00;0.70237;0.70283;0.70192;0.70214;1035;0;0
2022.05.20;19:40:00;0.70214;0.70259;0.70150;0.70232;1091;0;1
2022.05.20;19:50:00;0.70231;0.70249;0.70170;0.70186;1174;0;0
2022.05.20;20:00:00;0.70188;0.70220;0.70124;0.70178;1029;0;2
2022.05.20;20:10:00;0.70178;0.70192;0.70122;0.70140;640;0;0
2022.05.20;20:20:00;0.70139;0.70151;0.70084;0.70107;684;0;2
2022.05.20;20:30:00;0.70106;0.70226;0.70101;0.70166;1188;0;0
2022.05.20;20:40:00;0.70166;0.70282;0.70163;0.70239;878;0;1
2022.05.20;20:50:00;0.70241;0.70264;0.70185;0.70215;1221;0;1
2022.05.20;21:00:00;0.70215;0.70228;0.70118;0.70172;848;0;2
2022.05.20;21:10:00;0.70170;0.70187;0.70066;0.70101;921;0;0
2022.05.20;21:20:00;0.70101;0.70121;0.70053;0.70093;1199;0;0
2022.05.20;21:30:00;0.70094;0.70109;0.70039;0.70096;1001;0;1
2022.05.20;21:40:00;0.70097;0.70193;0.70097;0.70180;1191;0;1
2022.05.20;21:50:00;0.70179;0.70242;0.70165;0.70193;1165;0;3
2022.05.20;22:00:00;0.70193;0.70248;0.70188;0.70214;935;0;3
2022.05.20;22:10:00;0.70214;0.70261;0.70169;0.70258;904;0;2
2022.05.20;22:20:00;0.70257;0.70330;0.70231;0.70302;955;0;0
2022.05.20;22:30:00;0.70301;0.70434;0.70282;0.70390;1096;0;3
2022.05.20;22:40:00;0.70390;0.70464;0.70361;0.70395;1446;0;1
2022.05.20;22:50:00;0.70395;0.70412;0.70342;0.70398;1277;0;0
2022.05.20;23:00:00;0.70400;0.70401;0.70352;0.70358;404;0;3
2022.05.20;23:10:00;0.70358;0.70402;0.70356;0.70399;314;0;6
2022.05.20;23:20:00;0.70400;0.70463;0.70399;0.70436;359;0;6
2022.05.20;23:30:00;0.70435;0.70459;0.70418;0.70459;188;0;7
2022.05.20;23:40:00;0.70460;0.70466;0.70441;0.70461;123;0;8
2022.05.20;23:50:00;0.70461;0.70479;0.70454;0.70461;65;0;13
2022.05.23;00:00:00;0.70468;0.70511;0.70381;0.70395;57;0;92
2022.05.23;00:10:00;0.70397;0.70436;0.70370;0.70398;94;0;42
2022.05.23;00:20:00;0.70399;0.70447;0.70390;0.70423;51;0;42
2022.05.23;00:30:00;0.70440;0.70450;0.70427;0.70432;692;0;39
2022.05.23;00:40:00;0.70435;0.70499;0.70423;0.70499;75;0;38
2022.05.23;00:50:00;0.70441;0.70556;0.70437;0.70518;93;0;34
2022.05.23;01:00:00;0.70508;0.70557;0.70488;0.70542;307;0;13
2022.05.23;01:10:00;0.70544;0.70550;0.70520;0.70532;411;0;11
2022.05.23;01:20:00;0.70532;0.70554;0.70510;0.70544;197;0;7
2022.05.23;01:30:00;0.70545;0.70608;0.70539;0.70593;336;0;7
2022.05.23;01:40:00;0.70593;0.70629;0.70580;0.70624;244;0;4
2022.05.23;01:50:00;0.70621;0.70648;0.70596;0.70627;349;0;6
2022.05.23;02:00:00;0.70628;0.70642;0.70575;0.70622;434;0;3
2022.05.23;02:10:00;0.70622;0.70638;0.70587;0.70623;277;0;0
2022.05.23;02:20:00;0.70623;0.70667;0.70602;0.70634;294;0;1
2022.05.23;02:30:00;0.70634;0.70664;0.70615;0.70652;328;0;2
2022.05.23;02:40:00;0.70649;0.70690;0.70643;0.70683;331;0;0
2022.05.23;02:50:00;0.70681;0.70691;0.70609;0.70611;361;0;1
