<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2022.05.20;00:00:00;105.816;105.822;105.737;105.811;38;0;40
2022.05.20;00:10:00;105.810;105.861;105.801;105.808;85;0;24
2022.05.20;00:20:00;105.802;105.837;105.801;105.835;77;0;22
2022.05.20;00:30:00;105.823;105.839;105.823;105.839;120;0;18
2022.05.20;00:40:00;105.838;105.839;105.820;105.825;170;0;20
2022.05.20;00:50:00;105.822;105.844;105.798;105.837;86;0;21
2022.05.20;01:00:00;105.837;105.856;105.823;105.848;139;0;8
2022.05.20;01:10:00;105.853;105.866;105.830;105.830;174;0;8
2022.05.20;01:20:00;105.830;105.863;105.821;105.843;168;0;8
2022.05.20;01:30:00;105.843;105.847;105.817;105.822;197;0;8
2022.05.20;01:40:00;105.822;105.844;105.816;105.832;207;0;8
2022.05.20;01:50:00;105.834;105.836;105.791;105.805;147;0;8
2022.05.20;02:00:00;105.806;105.809;105.793;105.800;75;0;2
2022.05.20;02:10:00;105.800;105.827;105.800;105.814;95;0;1
2022.05.20;02:20:00;105.813;105.833;105.798;105.828;158;0;1
2022.05.20;02:30:00;105.826;105.832;105.800;105.811;240;0;0
2022.05.20;02:40:00;105.796;105.817;105.794;105.806;220;0;1
2022.05.20;02:50:00;105.807;105.818;105.779;105.800;319;0;0
2022.05.20;03:00:00;105.801;105.837;105.798;105.828;422;0;0
2022.05.20;03:10:00;105.828;105.837;105.754;105.764;272;0;0
2022.05.20;03:20:00;105.764;105.787;105.758;105.784;329;0;0
2022.05.20;03:30:00;105.785;105.789;105.757;105.759;408;0;0
2022.05.20;03:40:00;105.760;105.760;105.715;105.718;421;0;0
2022.05.20;03:50:00;105.718;105.783;105.679;105.764;1004;0;0
2022.05.20;04:00:00;105.766;105.810;105.721;105.726;618;0;0
2022.05.20;04:10:00;105.727;105.756;105.686;105.754;607;0;0
2022.05.20;04:20:00;105.753;105.795;105.732;105.765;675;0;0
2022.05.20;04:30:00;105.765;105.814;105.743;105.787;697;0;0
2022.05.20;04:40:00;105.785;105.792;105.734;105.734;588;0;0
2022.05.20;04:50:00;105.734;105.744;105.706;105.735;419;0;0
2022.05.20;05:00:00;105.734;105.736;105.591;105.594;580;0;1
2022.05.20;05:10:00;105.586;105.614;105.547;105.604;606;0;0
2022.05.20;05:20:00;105.604;105.627;105.595;105.623;391;0;0
2022.05.20;05:30:00;105.624;105.634;105.591;105.625;309;0;1
2022.05.20;05:40:00;105.625;105.641;105.602;105.641;505;0;0
2022.05.20;05:50:00;105.638;105.639;105.598;105.600;211;0;1
2022.05.20;06:00:00;105.600;105.621;105.592;105.617;199;0;0
2022.05.20;06:10:00;105.616;105.635;105.609;105.629;271;0;1
2022.05.20;06:20:00;105.625;105.625;105.596;105.599;222;0;0
2022.05.20;06:30:00;105.607;105.638;105.602;105.635;217;0;0
2022.05.20;06:40:00;105.635;105.655;105.624;105.631;332;0;0
2022.05.20;06:50:00;105.629;105.671;105.627;105.656;454;0;0
2022.05.20;07:00:00;105.655;105.709;105.623;105.706;533;0;0
2022.05.20;07:10:00;105.705;105.724;105.687;105.723;323;0;0
2022.05.20;07:20:00;105.723;105.747;105.715;105.737;371;0;0
2022.05.20;07:30:00;105.740;105.741;105.708;105.711;339;0;0
2022.05.20;07:40:00;105.711;105.742;105.700;105.733;239;0;0
2022.05.20;07:50:00;105.732;105.745;105.720;105.738;197;0;0
2022.05.20;08:00:00;105.740;105.743;105.713;105.740;287;0;0
2022.05.20;08:10:00;105.737;105.809;105.737;105.800;437;0;0
2022.05.20;08:20:00;105.801;105.811;105.747;105.756;399;0;0
2022.05.20;08:30:00;105.756;105.861;105.754;105.848;543;0;0
2022.05.20;08:40:00;105.848;105.868;105.808;105.815;510;0;0
2022.05.20;08:50:00;105.814;105.935;105.793;105.899;956;0;0
2022.05.20;09:00:00;105.898;105.919;105.834;105.888;1282;0;0
2022.05.20;09:10:00;105.889;105.903;105.839;105.853;948;0;0
2022.05.20;09:20:00;105.854;105.884;105.813;105.835;1020;0;0
2022.05.20;09:30:00;105.835;105.917;105.829;105.875;712;0;0
2022.05.20;09:40:00;105.879;105.892;105.814;105.818;716;0;0
2022.05.20;09:50:00;105.818;105.848;105.766;105.788;805;0;0
2022.05.20;10:00:00;105.791;105.808;105.738;105.775;1370;0;0
2022.05.20;10:10:00;105.774;105.810;105.718;105.724;1205;0;0
2022.05.20;10:20:00;105.723;105.749;105.651;105.709;958;0;0
2022.05.20;10:30:00;105.709;105.781;105.666;105.674;1139;0;0
2022.05.20;10:40:00;105.674;105.815;105.669;105.815;1078;0;0
2022.05.20;10:50:00;105.815;105.830;105.749;105.760;867;0;0
2022.05.20;11:00:00;105.762;105.763;105.644;105.649;711;0;0
2022.05.20;11:10:00;105.651;105.725;105.542;105.586;1125;0;0
2022.05.20;11:20:00;105.586;105.669;105.581;105.660;923;0;0
2022.05.20;11:30:00;105.660;105.752;105.654;105.749;774;0;0
2022.05.20;11:40:00;105.749;105.794;105.744;105.763;848;0;0
2022.05.20;11:50:00;105.765;105.812;105.754;105.754;721;0;0
2022.05.20;12:00:00;105.752;105.775;105.717;105.751;737;0;0
2022.05.20;12:10:00;105.751;105.832;105.750;105.824;602;0;0
2022.05.20;12:20:00;105.824;105.890;105.811;105.859;613;0;0
2022.05.20;12:30:00;105.859;105.862;105.823;105.832;455;0;0
2022.05.20;12:40:00;105.832;105.854;105.809;105.850;408;0;0
2022.05.20;12:50:00;105.849;105.933;105.842;105.908;525;0;0
2022.05.20;13:00:00;105.908;105.966;105.850;105.924;676;0;0
2022.05.20;13:10:00;105.924;105.945;105.877;105.939;493;0;0
2022.05.20;13:20:00;105.939;105.990;105.899;105.959;607;0;0
2022.05.20;13:30:00;105.960;105.969;105.843;105.882;492;0;0
2022.05.20;13:40:00;105.882;105.910;105.847;105.853;540;0;0
2022.05.20;13:50:00;105.853;105.893;105.853;105.881;680;0;0
2022.05.20;14:00:00;105.879;105.879;105.753;105.783;832;0;0
2022.05.20;14:10:00;105.783;105.840;105.767;105.825;577;0;0
2022.05.20;14:20:00;105.825;105.836;105.767;105.780;449;0;0
2022.05.20;14:30:00;105.780;105.809;105.743;105.792;525;0;0
2022.05.20;14:40:00;105.792;105.809;105.724;105.727;539;0;0
2022.05.20;14:50:00;105.727;105.748;105.661;105.669;1040;0;0
2022.05.20;15:00:00;105.667;105.756;105.661;105.752;867;0;0
2022.05.20;15:10:00;105.752;105.800;105.726;105.754;755;0;0
2022.05.20;15:20:00;105.754;105.785;105.722;105.757;829;0;0
2022.05.20;15:30:00;105.757;105.801;105.744;105.770;852;0;0
2022.05.20;15:40:00;105.771;105.794;105.737;105.737;791;0;0
2022.05.20;15:50:00;105.737;105.744;105.609;105.637;962;0;0
2022.05.20;16:00:00;105.637;105.678;105.612;105.673;925;0;0
2022.05.20;16:10:00;105.673;105.712;105.653;105.670;697;0;0
2022.05.20;16:20:00;105.670;105.706;105.603;105.628;930;0;0
2022.05.20;16:30:00;105.628;105.656;105.567;105.573;1569;0;0
2022.05.20;16:40:00;105.574;105.666;105.558;105.593;1419;0;0
2022.05.20;16:50:00;105.596;105.653;105.594;105.616;1423;0;0
2022.05.20;17:00:00;105.615;105.642;105.423;105.423;1525;0;0
2022.05.20;17:10:00;105.423;105.598;105.405;105.578;1523;0;0
2022.05.20;17:20:00;105.577;105.650;105.553;105.577;1263;0;0
2022.05.20;17:30:00;105.577;105.654;105.562;105.626;1305;0;0
2022.05.20;17:40:00;105.626;105.649;105.586;105.645;1177;0;0
2022.05.20;17:50:00;105.646;105.650;105.524;105.572;1428;0;0
2022.05.20;18:00:00;105.573;105.580;105.520;105.535;1152;0;0
2022.05.20;18:10:00;105.535;105.563;105.517;105.518;1096;0;0
2022.05.20;18:20:00;105.521;105.530;105.450;105.476;1001;0;0
2022.05.20;18:30:00;105.477;105.572;105.468;105.572;979;0;0
2022.05.20;18:40:00;105.572;105.642;105.562;105.617;1009;0;0
2022.05.20;18:50:00;105.617;105.636;105.570;105.585;913;0;0
2022.05.20;19:00:00;105.585;105.600;105.457;105.465;874;0;0
2022.05.20;19:10:00;105.464;105.469;105.397;105.463;1022;0;0
2022.05.20;19:20:00;105.466;105.532;105.466;105.532;731;0;0
2022.05.20;19:30:00;105.532;105.572;105.511;105.534;756;0;0
2022.05.20;19:40:00;105.534;105.583;105.523;105.573;735;0;0
2022.05.20;19:50:00;105.573;105.580;105.484;105.504;902;0;0
2022.05.20;20:00:00;105.504;105.513;105.456;105.501;895;0;0
2022.05.20;20:10:00;105.501;105.546;105.478;105.515;734;0;0
2022.05.20;20:20:00;105.515;105.538;105.463;105.473;569;0;0
2022.05.20;20:30:00;105.474;105.521;105.448;105.453;681;0;0
2022.05.20;20:40:00;105.453;105.540;105.443;105.534;1013;0;0
2022.05.20;20:50:00;105.534;105.541;105.443;105.457;874;0;0
2022.05.20;21:00:00;105.457;105.487;105.376;105.420;916;0;0
2022.05.20;21:10:00;105.420;105.430;105.370;105.385;870;0;0
2022.05.20;21:20:00;105.385;105.388;105.329;105.339;881;0;0
2022.05.20;21:30:00;105.337;105.389;105.328;105.375;801;0;0
2022.05.20;21:40:00;105.376;105.447;105.375;105.439;801;0;0
2022.05.20;21:50:00;105.439;105.487;105.426;105.453;937;0;0
2022.05.20;22:00:00;105.454;105.522;105.449;105.464;1072;0;0
2022.05.20;22:10:00;105.464;105.511;105.440;105.501;626;0;0
2022.05.20;22:20:00;105.501;105.542;105.481;105.525;435;0;0
2022.05.20;22:30:00;105.525;105.580;105.507;105.571;677;0;0
2022.05.20;22:40:00;105.572;105.597;105.554;105.585;790;0;0
2022.05.20;22:50:00;105.582;105.591;105.543;105.560;640;0;0
2022.05.20;23:00:00;105.560;105.561;105.525;105.539;230;0;5
2022.05.20;23:10:00;105.539;105.575;105.539;105.566;195;0;6
2022.05.20;23:20:00;105.566;105.671;105.557;105.603;459;0;6
2022.05.20;23:30:00;105.603;105.628;105.592;105.618;284;0;7
2022.05.20;23:40:00;105.619;105.636;105.602;105.610;228;0;8
2022.05.20;23:50:00;105.610;105.610;105.579;105.582;84;0;8
2022.05.23;00:00:00;105.601;105.620;105.598;105.616;34;0;56
2022.05.23;00:10:00;105.618;105.622;105.594;105.622;52;0;38
2022.05.23;00:20:00;105.622;105.630;105.596;105.611;57;0;30
2022.05.23;00:30:00;105.611;105.620;105.601;105.613;59;0;18
2022.05.23;00:40:00;105.608;105.621;105.598;105.618;55;0;19
2022.05.23;00:50:00;105.607;105.617;105.561;105.574;56;0;24
2022.05.23;01:00:00;105.597;105.664;105.581;105.658;210;0;15
2022.05.23;01:10:00;105.649;105.745;105.645;105.730;360;0;14
2022.05.23;01:20:00;105.731;105.736;105.709;105.714;349;0;12
2022.05.23;01:30:00;105.714;105.742;105.704;105.741;316;0;8
2022.05.23;01:40:00;105.740;105.747;105.722;105.745;322;0;12
2022.05.23;01:50:00;105.745;105.768;105.736;105.763;283;0;7
2022.05.23;02:00:00;105.762;105.777;105.720;105.762;319;0;1
2022.05.23;02:10:00;105.766;105.776;105.717;105.730;393;0;1
2022.05.23;02:20:00;105.731;105.758;105.711;105.749;405;0;1
2022.05.23;02:30:00;105.749;105.759;105.733;105.743;397;0;0
2022.05.23;02:40:00;105.740;105.752;105.721;105.727;590;0;1
2022.05.23;02:50:00;105.727;105.732;105.689;105.691;199;0;0
2022.05.23;03:00:00;105.695;105.725;105.679;105.699;479;0;0
2022.05.23;03:10:00;105.699;105.775;105.694;105.770;239;0;1
2022.05.23;03:20:00;105.770;105.837;105.769;105.837;410;0;0
2022.05.23;03:30:00;105.837;105.899;105.827;105.884;434;0;0
2022.05.23;03:40:00;105.885;105.907;105.853;105.882;392;0;0
2022.05.23;03:50:00;105.882;105.906;105.808;105.826;679;0;0
2022.05.23;04:00:00;105.825;105.842;105.796;105.835;569;0;0
2022.05.23;04:10:00;105.834;105.904;105.834;105.897;551;0;0
2022.05.23;04:20:00;105.897;105.905;105.872;105.905;418;0;0
2022.05.23;04:30:00;105.905;105.905;105.847;105.890;444;0;0
2022.05.23;04:40:00;105.890;105.895;105.839;105.847;422;0;0
2022.05.23;04:50:00;105.858;105.884;105.836;105.880;428;0;0
2022.05.23;05:00:00;105.879;105.899;105.863;105.881;333;0;0
2022.05.23;05:10:00;105.881;105.913;105.872;105.912;293;0;0
2022.05.23;05:20:00;105.912;105.929;105.906;105.911;277;0;0
2022.05.23;05:30:00;105.912;105.930;105.895;105.930;260;0;1
2022.05.23;05:40:00;105.928;105.946;105.872;105.877;350;0;1
2022.05.23;05:50:00;105.875;105.894;105.871;105.886;343;0;1
2022.05.23;06:00:00;105.887;105.936;105.887;105.919;502;0;0
2022.05.23;06:10:00;105.923;105.929;105.880;105.888;317;0;1
2022.05.23;06:20:00;105.888;105.917;105.861;105.863;281;0;0
2022.05.23;06:30:00;105.863;105.899;105.848;105.878;309;0;0
2022.05.23;06:40:00;105.878;105.910;105.878;105.908;253;0;0
2022.05.23;06:50:00;105.908;105.937;105.908;105.928;174;0;0
2022.05.23;07:00:00;105.929;105.935;105.905;105.934;232;0;0
2022.05.23;07:10:00;105.933;105.943;105.917;105.921;314;0;0
2022.05.23;07:20:00;105.921;105.946;105.911;105.922;142;0;0
2022.05.23;07:30:00;105.921;105.945;105.919;105.936;140;0;0
2022.05.23;07:40:00;105.936;105.939;105.901;105.905;155;0;0
2022.05.23;07:50:00;105.905;105.913;105.898;105.908;112;0;0
2022.05.23;08:00:00;105.909;105.913;105.889;105.904;217;0;0
2022.05.23;08:10:00;105.904;105.925;105.883;105.894;140;0;0
2022.05.23;08:20:00;105.893;105.906;105.888;105.903;132;0;0
2022.05.23;08:30:00;105.903;105.939;105.903;105.938;205;0;0
2022.05.23;08:40:00;105.939;106.147;105.934;106.114;630;0;0
2022.05.23;08:50:00;106.112;106.113;105.979;105.998;1154;0;0
2022.05.23;09:00:00;105.994;106.026;105.946;105.960;1164;0;0
2022.05.23;09:10:00;105.960;106.078;105.947;106.069;831;0;0
2022.05.23;09:20:00;106.069;106.073;105.983;106.002;906;0;0
2022.05.23;09:30:00;106.004;106.093;105.990;106.080;895;0;0
2022.05.23;09:40:00;106.080;106.089;106.017;106.035;637;0;0
2022.05.23;09:50:00;106.035;106.077;106.025;106.057;524;0;0
2022.05.23;10:00:00;106.054;106.107;106.023;106.070;1025;0;0
2022.05.23;10:10:00;106.069;106.086;105.952;105.982;944;0;0
2022.05.23;10:20:00;105.982;106.059;105.964;106.051;863;0;0
2022.05.23;10:30:00;106.052;106.090;105.994;106.003;909;0;0
2022.05.23;10:40:00;106.004;106.018;105.928;105.987;943;0;0
2022.05.23;10:50:00;105.986;106.027;105.982;106.004;692;0;0
2022.05.23;11:00:00;106.004;106.193;106.004;106.127;1462;0;0
2022.05.23;11:10:00;106.127;106.324;106.056;106.269;1749;0;0
2022.05.23;11:20:00;106.270;106.351;106.237;106.269;1725;0;0
2022.05.23;11:30:00;106.267;106.286;106.160;106.175;1274;0;0
2022.05.23;11:40:00;106.175;106.301;106.171;106.277;1155;0;0
2022.05.23;11:50:00;106.278;106.485;106.278;106.447;1332;0;0
2022.05.23;12:00:00;106.455;106.647;106.447;106.626;1514;0;0
2022.05.23;12:10:00;106.629;106.814;106.575;106.724;1529;0;0
2022.05.23;12:20:00;106.724;106.760;106.663;106.707;1107;0;0
2022.05.23;12:30:00;106.707;106.812;106.682;106.806;1003;0;0
2022.05.23;12:40:00;106.808;106.874;106.802;106.811;862;0;0
2022.05.23;12:50:00;106.811;106.845;106.774;106.786;809;0;0
2022.05.23;13:00:00;106.785;106.813;106.746;106.756;671;0;0
2022.05.23;13:10:00;106.757;106.787;106.719;106.720;677;0;0
2022.05.23;13:20:00;106.719;106.734;106.690;106.717;672;0;0
2022.05.23;13:30:00;106.715;106.745;106.702;106.741;522;0;0
2022.05.23;13:40:00;106.741;106.759;106.630;106.657;730;0;0
2022.05.23;13:50:00;106.657;106.765;106.649;106.758;629;0;0
2022.05.23;14:00:00;106.757;106.777;106.723;106.745;662;0;0
2022.05.23;14:10:00;106.747;106.810;106.739;106.787;588;0;0
2022.05.23;14:20:00;106.787;106.811;106.714;106.721;632;0;0
2022.05.23;14:30:00;106.723;106.729;106.648;106.652;695;0;0
2022.05.23;14:40:00;106.653;106.657;106.609;106.625;679;0;0
2022.05.23;14:50:00;106.626;106.667;106.543;106.583;1057;0;0
2022.05.23;15:00:00;106.587;106.607;106.538;106.572;1012;0;0
2022.05.23;15:10:00;106.572;106.592;106.541;106.546;705;0;0
2022.05.23;15:20:00;106.547;106.595;106.517;106.542;1117;0;0
2022.05.23;15:30:00;106.541;106.578;106.494;106.565;923;0;0
2022.05.23;15:40:00;106.565;106.586;106.484;106.494;913;0;0
2022.05.23;15:50:00;106.495;106.520;106.476;106.494;929;0;0
2022.05.23;16:00:00;106.493;106.559;106.484;106.522;842;0;0
2022.05.23;16:10:00;106.522;106.578;106.515;106.554;642;0;0
2022.05.23;16:20:00;106.554;106.583;106.495;106.526;580;0;0
2022.05.23;16:30:00;106.525;106.552;106.443;106.476;1108;0;0
2022.05.23;16:40:00;106.476;106.598;106.469;106.592;1104;0;0
2022.05.23;16:50:00;106.591;106.678;106.589;106.650;1052;0;0
2022.05.23;17:00:00;106.653;106.663;106.543;106.598;978;0;0
2022.05.23;17:10:00;106.597;106.700;106.572;106.691;923;0;0
2022.05.23;17:20:00;106.691;106.739;106.645;106.699;1040;0;0
2022.05.23;17:30:00;106.700;106.700;106.654;106.699;1111;0;0
2022.05.23;17:40:00;106.699;106.733;106.628;106.638;1172;0;0
2022.05.23;17:50:00;106.638;106.782;106.616;106.686;1892;0;0
2022.05.23;18:00:00;106.687;106.749;106.645;106.725;1096;0;0
2022.05.23;18:10:00;106.726;106.908;106.726;106.901;1046;0;0
2022.05.23;18:20:00;106.898;106.910;106.800;106.807;1269;0;0
2022.05.23;18:30:00;106.807;106.859;106.758;106.779;972;0;0
2022.05.23;18:40:00;106.780;106.791;106.730;106.745;780;0;0
2022.05.23;18:50:00;106.745;106.748;106.689;106.689;974;0;0
2022.05.23;19:00:00;106.688;106.719;106.658;106.681;695;0;0
2022.05.23;19:10:00;106.679;106.705;106.662;106.677;587;0;0
2022.05.23;19:20:00;106.676;106.722;106.667;106.709;590;0;0
2022.05.23;19:30:00;106.709;106.745;106.666;106.744;483;0;0
2022.05.23;19:40:00;106.744;106.809;106.732;106.809;501;0;0
2022.05.23;19:50:00;106.808;106.810;106.756;106.772;562;0;0
2022.05.23;20:00:00;106.772;106.775;106.725;106.746;514;0;0
2022.05.23;20:10:00;106.745;106.761;106.718;106.724;582;0;0
2022.05.23;20:20:00;106.726;106.774;106.716;106.773;552;0;0
2022.05.23;20:30:00;106.773;106.862;106.771;106.861;472;0;0
2022.05.23;20:40:00;106.861;106.885;106.839;106.841;493;0;0
2022.05.23;20:50:00;106.841;106.864;106.826;106.842;417;0;0
2022.05.23;21:00:00;106.842;106.858;106.798;106.830;645;0;0
2022.05.23;21:10:00;106.828;106.852;106.797;106.837;586;0;0
2022.05.23;21:20:00;106.836;106.854;106.823;106.826;458;0;0
2022.05.23;21:30:00;106.826;106.901;106.825;106.900;475;0;0
2022.05.23;21:40:00;106.900;106.975;106.900;106.965;672;0;0
2022.05.23;21:50:00;106.966;106.974;106.912;106.930;604;0;0
2022.05.23;22:00:00;106.931;106.940;106.861;106.863;459;0;0
2022.05.23;22:10:00;106.863;106.882;106.834;106.848;512;0;0
2022.05.23;22:20:00;106.848;106.872;106.841;106.858;275;0;0
2022.05.23;22:30:00;106.859;106.918;106.855;106.896;444;0;0
2022.05.23;22:40:00;106.895;106.904;106.875;106.892;410;0;0
2022.05.23;22:50:00;106.894;106.907;106.861;106.862;364;0;0
2022.05.23;23:00:00;106.861;106.920;106.851;106.901;301;0;6
2022.05.23;23:10:00;106.902;106.919;106.900;106.911;169;0;4
2022.05.23;23:20:00;106.911;106.911;106.856;106.905;299;0;4
2022.05.23;23:30:00;106.906;106.906;106.876;106.887;189;0;8
2022.05.23;23:40:00;106.887;106.924;106.887;106.917;199;0;6
2022.05.23;23:50:00;106.918;106.931;106.878;106.881;225;0;8
2022.05.24;00:00:00;106.878;106.891;106.818;106.829;67;0;27
2022.05.24;00:10:00;106.829;106.896;106.829;106.886;310;0;21
2022.05.24;00:20:00;106.886;106.903;106.886;106.897;61;0;29
2022.05.24;00:30:00;106.899;106.906;106.898;106.898;44;0;28
2022.05.24;00:40:00;106.905;106.905;106.896;106.898;47;0;25
2022.05.24;00:50:00;106.903;106.911;106.873;106.897;74;0;15
2022.05.24;01:00:00;106.897;106.928;106.853;106.859;247;0;15
2022.05.24;01:10:00;106.858;106.868;106.830;106.838;184;0;8
2022.05.24;01:20:00;106.839;106.839;106.787;106.816;335;0;8
2022.05.24;01:30:00;106.814;106.844;106.807;106.833;214;0;8
2022.05.24;01:40:00;106.834;106.839;106.826;106.830;127;0;8
2022.05.24;01:50:00;106.830;106.836;106.822;106.830;91;0;1
2022.05.24;02:00:00;106.830;106.845;106.822;106.824;110;0;1
2022.05.24;02:10:00;106.823;106.827;106.804;106.822;192;0;0
2022.05.24;02:20:00;106.821;106.842;106.820;106.831;155;0;1
2022.05.24;02:30:00;106.832;106.871;106.832;106.864;155;0;1
2022.05.24;02:40:00;106.864;106.890;106.863;106.887;139;0;1
2022.05.24;02:50:00;106.887;106.888;106.806;106.829;233;0;0
2022.05.24;03:00:00;106.829;106.859;106.775;106.776;490;0;0
2022.05.24;03:10:00;106.776;106.803;106.771;106.773;296;0;0
2022.05.24;03:20:00;106.773;106.773;106.731;106.732;310;0;0
2022.05.24;03:30:00;106.731;106.776;106.728;106.728;259;0;0
2022.05.24;03:40:00;106.729;106.760;106.726;106.734;229;0;0
2022.05.24;03:50:00;106.734;106.740;106.668;106.699;451;0;1
2022.05.24;04:00:00;106.699;106.719;106.682;106.716;229;0;0
2022.05.24;04:10:00;106.716;106.731;106.700;106.712;307;0;0
2022.05.24;04:20:00;106.712;106.753;106.711;106.719;242;0;0
2022.05.24;04:30:00;106.719;106.720;106.668;106.699;467;0;0
2022.05.24;04:40:00;106.699;106.739;106.699;106.720;263;0;0
2022.05.24;04:50:00;106.720;106.720;106.661;106.673;294;0;1
2022.05.24;05:00:00;106.673;106.674;106.637;106.652;333;0;1
2022.05.24;05:10:00;106.652;106.667;106.634;106.643;241;0;1
2022.05.24;05:20:00;106.644;106.648;106.611;106.632;312;0;0
2022.05.24;05:30:00;106.632;106.659;106.629;106.656;271;0;1
2022.05.24;05:40:00;106.656;106.675;106.645;106.666;194;0;0
2022.05.24;05:50:00;106.666;106.668;106.645;106.645;233;0;1
2022.05.24;06:00:00;106.647;106.694;106.644;106.692;402;0;1
2022.05.24;06:10:00;106.691;106.717;106.683;106.706;177;0;0
2022.05.24;06:20:00;106.707;106.708;106.677;106.680;165;0;0
2022.05.24;06:30:00;106.680;106.712;106.680;106.693;163;0;1
2022.05.24;06:40:00;106.693;106.739;106.692;106.736;138;0;1
2022.05.24;06:50:00;106.737;106.739;106.720;106.728;142;0;1
2022.05.24;07:00:00;106.729;106.737;106.710;106.720;224;0;0
2022.05.24;07:10:00;106.719;106.735;106.690;106.704;218;0;0
2022.05.24;07:20:00;106.704;106.708;106.676;106.684;210;0;0
2022.05.24;07:30:00;106.685;106.703;106.678;106.688;137;0;0
2022.05.24;07:40:00;106.689;106.720;106.677;106.694;199;0;0
2022.05.24;07:50:00;106.694;106.700;106.630;106.646;264;0;0
2022.05.24;08:00:00;106.647;106.668;106.634;106.668;267;0;0
2022.05.24;08:10:00;106.668;106.676;106.627;106.662;270;0;0
2022.05.24;08:20:00;106.663;106.672;106.651;106.664;239;0;0
2022.05.24;08:30:00;106.662;106.692;106.653;106.654;362;0;0
2022.05.24;08:40:00;106.654;106.661;106.627;106.632;305;0;0
2022.05.24;08:50:00;106.633;106.691;106.623;106.686;481;0;0
2022.05.24;09:00:00;106.688;106.733;106.664;106.719;596;0;0
2022.05.24;09:10:00;106.719;106.736;106.710;106.728;432;0;0
2022.05.24;09:20:00;106.728;106.742;106.657;106.684;452;0;0
2022.05.24;09:30:00;106.684;106.740;106.680;106.687;558;0;0
2022.05.24;09:40:00;106.685;106.753;106.684;106.716;735;0;0
2022.05.24;09:50:00;106.716;106.935;106.713;106.870;1670;0;0
2022.05.24;10:00:00;106.869;107.207;106.862;107.135;2138;0;0
2022.05.24;10:10:00;107.135;107.251;107.135;107.164;1714;0;0
2022.05.24;10:20:00;107.163;107.325;107.160;107.280;1524;0;0
2022.05.24;10:30:00;107.279;107.333;107.192;107.252;1594;0;0
2022.05.24;10:40:00;107.252;107.362;107.234;107.256;1295;0;0
2022.05.24;10:50:00;107.256;107.326;107.245;107.309;1123;0;0
2022.05.24;11:00:00;107.309;107.342;107.211;107.217;1151;0;0
2022.05.24;11:10:00;107.216;107.234;107.072;107.073;1278;0;0
2022.05.24;11:20:00;107.073;107.149;107.056;107.116;977;0;0
2022.05.24;11:30:00;107.117;107.155;107.061;107.076;1603;0;0
2022.05.24;11:40:00;107.075;107.178;107.011;107.130;1202;0;0
2022.05.24;11:50:00;107.130;107.130;107.034;107.050;826;0;0
2022.05.24;12:00:00;107.050;107.147;107.044;107.145;806;0;0
2022.05.24;12:10:00;107.145;107.190;107.133;107.167;661;0;0
2022.05.24;12:20:00;107.168;107.191;107.140;107.144;588;0;0
2022.05.24;12:30:00;107.147;107.149;107.051;107.117;704;0;0
2022.05.24;12:40:00;107.117;107.130;107.062;107.122;720;0;0
2022.05.24;12:50:00;107.123;107.127;107.072;107.116;533;0;0
2022.05.24;13:00:00;107.116;107.192;107.106;107.189;636;0;0
2022.05.24;13:10:00;107.190;107.196;107.145;107.164;514;0;0
2022.05.24;13:20:00;107.163;107.199;107.141;107.159;530;0;0
2022.05.24;13:30:00;107.160;107.169;107.074;107.141;535;0;0
2022.05.24;13:40:00;107.141;107.164;107.101;107.107;626;0;0
2022.05.24;13:50:00;107.107;107.107;107.050;107.101;662;0;0
2022.05.24;14:00:00;107.101;107.110;107.058;107.068;617;0;0
2022.05.24;14:10:00;107.068;107.074;107.022;107.070;444;0;0
2022.05.24;14:20:00;107.072;107.109;107.060;107.094;530;0;0
2022.05.24;14:30:00;107.093;107.275;107.089;107.181;1000;0;0
2022.05.24;14:40:00;107.181;107.265;107.132;107.220;1005;0;0
2022.05.24;14:50:00;107.217;107.232;107.118;107.150;1017;0;0
2022.05.24;15:00:00;107.150;107.229;107.150;107.185;960;0;0
2022.05.24;15:10:00;107.185;107.229;107.094;107.103;879;0;0
2022.05.24;15:20:00;107.103;107.110;106.960;106.961;1088;0;0
2022.05.24;15:30:00;106.965;107.044;106.964;107.018;852;0;0
2022.05.24;15:40:00;107.018;107.132;106.983;107.132;804;0;0
2022.05.24;15:50:00;107.131;107.182;107.035;107.075;959;0;0
2022.05.24;16:00:00;107.074;107.135;107.039;107.102;1034;0;0
2022.05.24;16:10:00;107.103;107.147;107.074;107.097;859;0;0
2022.05.24;16:20:00;107.099;107.144;107.044;107.079;728;0;0
2022.05.24;16:30:00;107.079;107.194;107.060;107.066;1840;0;0
2022.05.24;16:40:00;107.066;107.326;107.066;107.307;1815;0;0
2022.05.24;16:50:00;107.307;107.391;107.300;107.336;1818;0;0
2022.05.24;17:00:00;107.335;107.473;107.296;107.301;1941;0;0
2022.05.24;17:10:00;107.300;107.301;107.205;107.244;1943;0;0
2022.05.24;17:20:00;107.245;107.441;107.230;107.406;1911;0;0
2022.05.24;17:30:00;107.406;107.466;107.340;107.359;1867;0;0
2022.05.24;17:40:00;107.358;107.373;107.229;107.248;1706;0;0
2022.05.24;17:50:00;107.247;107.301;107.212;107.265;1966;0;0
